"Season","Colony","ring","sex","Mate_ID","Focal_Seasons","Mate_Seasons","Mate_min_Seasons","Focal_min_Seasons","predation","Pair","julian_date_first","days_to_last_brood","total_pair_duration","total_pair_duration_nogaps","N_Clutches_Pair","N_Clutches_Focal","breeding_exp_pair_nogaps","breeding_exp_Focal","breeding_exp_Focal_nogaps","breeding_exp_Mate","breeding_exp_Mate_nogaps","breeding_exp_Focal_days_season","breeding_exp_Mate_days_season","N_of_life_partners_Focal","N_of_life_partners_Mate","breeding_exp_pair_days_season","tot_fitness","N_eggs_season","Season_Focal","Season_Mate","season_length_population","recruitment_age_Focal","recruitment_age_Mate","Clutch_size_pair_season_mean","N_Clutches_Mate","N_Clutches_Pair_succ","N_hatched","lifespan_min_Focal","lifespan_min_Mate","lifespan_exact_Focal","lifespan_exact_Mate","prop_succ_breeding_attempt","Focal.cohort","Mate.cohort","season_length","season_of_protection","Col_Size","season_start","Min_Age_Focal_season_days","Min_Age_Mate_season_days","breeding_exp_pair_days_season_earliest","breeding_exp_Focal_days_season_earliest","breeding_exp_Mate_days_season_earliest","Min_Age_Focal_season_days_earliest","Min_Age_Mate_season_days_earliest"
"2016/2017",32,"BH94893","1","BJ09657",4,NA,3,4,"natural","BJ09657_BH94893",25,44,3,3,6,6,3,3,3,3,3,904,904,1,1,904,1,20,"2016/2017_BH94893","2016/2017_BJ09657",244,2,NA,3.4,6,1,4,4,4,4,NA,0.166666666666667,2012,NA,220,NA,68,"2016-09-15",1546,1296,728,728,728,1370,1120
"2016/2017",32,"BH94893","1","BJ09657",4,NA,3,4,"natural","BJ09657_BH94893",25,44,3,3,6,6,3,3,3,3,3,904,904,1,1,904,1,20,"2016/2017_BH94893","2016/2017_BJ09657",244,2,NA,3.4,6,1,0,4,4,4,NA,0.166666666666667,2012,NA,220,NA,68,"2016-09-15",1546,1296,728,728,728,1370,1120
"2016/2017",32,"BH94893","1","BJ09657",4,NA,3,4,"natural","BJ09657_BH94893",25,44,3,3,6,6,3,3,3,3,3,904,904,1,1,904,1,20,"2016/2017_BH94893","2016/2017_BJ09657",244,2,NA,3.4,6,1,2,4,4,4,NA,0.166666666666667,2012,NA,220,NA,68,"2016-09-15",1546,1296,728,728,728,1370,1120
"2016/2017",37,"BH88803","1","BJ12980",2,0,1,3,"natural","BJ12980_BH88803",190,54,1,1,1,1,1,2,3,1,1,844,0,2,1,0,0,2,"2016/2017_BH88803","2016/2017_BJ12980",244,1,1,2,1,NA,0,3,1,3,1,NA,2014,2016,54,NA,83,"2017-02-28",1132,280,0,844,0,1132,280
"2016/2017",37,"BH76645","1","BH94457",NA,3,4,8,"natural","BH94457_BH76645",24,220,3,3,1,1,3,3,3,4,4,723,1054,1,2,723,1,3,"2016/2017_BH76645","2016/2017_BH94457",244,NA,1,3,1,1,2,7,4,NA,4,1,NA,2013,221,NA,83,"2016-09-14",2603,1351,723,723,1054,2603,1351
"2016/2017",37,"BH88788","1","BJ09825",4,2,2,4,"natural","BJ09825_BH88788",59,55,1,1,6,6,1,3,3,1,1,799,131,3,1,131,4,18,"2016/2017_BH88788","2016/2017_BJ09825",244,2,2,3.22222222222222,6,2,0,4,2,4,2,0.333333333333333,2012,2014,186,NA,83,"2016-10-19",1565,853,0,668,0,1434,722
"2016/2017",37,"BH88788","1","BJ09825",4,2,2,4,"natural","BJ09825_BH88788",59,55,1,1,6,6,1,3,3,1,1,799,131,3,1,131,4,18,"2016/2017_BH88788","2016/2017_BJ09825",244,2,2,3.22222222222222,6,2,2,4,2,4,2,0.333333333333333,2012,2014,186,NA,83,"2016-10-19",1565,853,0,668,0,1434,722
"2016/2017",37,"BH88788","1","BJ09825",4,2,2,4,"natural","BJ09825_BH88788",59,55,1,1,6,6,1,3,3,1,1,799,131,3,1,131,4,18,"2016/2017_BH88788","2016/2017_BJ09825",244,2,2,3.22222222222222,6,2,1,4,2,4,2,0.333333333333333,2012,2014,186,NA,83,"2016-10-19",1565,853,0,668,0,1434,722
"2016/2017",37,"BH70821","1","BH88670",8,NA,6,8,"natural","BH88670_BH70821",25,32,4,4,9,9,3,3,3,3,3,885,885,1,1,885,0,27,"2016/2017_BH70821","2016/2017_BH88670",244,6,NA,3.14814814814815,9,NA,0,9,7,9,NA,NA,2008,NA,220,NA,83,"2016-09-15",3007,2382,697,697,697,2819,2194
"2016/2017",37,"BH70821","1","BH88670",8,NA,6,8,"natural","BH88670_BH70821",25,32,4,4,9,9,3,3,3,3,3,885,885,1,1,885,0,27,"2016/2017_BH70821","2016/2017_BH88670",244,6,NA,3.14814814814815,9,NA,2,9,7,9,NA,NA,2008,NA,220,NA,83,"2016-09-15",3007,2382,697,697,697,2819,2194
"2016/2017",38,"BH76578","1","BJ09680",NA,NA,3,8,"natural","BJ09680_BH76578",65,70,3,3,2,2,3,3,3,3,3,871,871,1,1,871,2,6,"2016/2017_BH76578","2016/2017_BJ09680",244,NA,NA,3.33333333333333,2,1,2,8,4,NA,NA,0.5,NA,NA,180,NA,23,"2016-10-25",2754,1256,761,761,761,2644,1146
"2016/2017",38,"BH76578","1","BJ09680",NA,NA,3,8,"natural","BJ09680_BH76578",65,70,3,3,2,2,3,3,3,3,3,871,871,1,1,871,2,6,"2016/2017_BH76578","2016/2017_BJ09680",244,NA,NA,3.33333333333333,2,1,4,8,4,NA,NA,0.5,NA,NA,180,NA,23,"2016-10-25",2754,1256,761,761,761,2644,1146
"2016/2017",71,"BJ12594","1","BJ12590",NA,NA,3,3,"protected","BJ12590_BJ12594",24,69,3,3,3,3,3,3,3,3,3,863,863,1,1,863,6,9,"2016/2017_BJ12594","2016/2017_BJ12590",244,NA,NA,3,3,3,3,3,3,NA,NA,1,NA,NA,221,5,76,"2016-09-14",1100,1121,711,711,711,948,969
"2016/2017",71,"BJ12594","1","BJ12590",NA,NA,3,3,"protected","BJ12590_BJ12594",24,69,3,3,3,3,3,3,3,3,3,863,863,1,1,863,6,9,"2016/2017_BJ12594","2016/2017_BJ12590",244,NA,NA,3,3,3,2,3,3,NA,NA,1,NA,NA,221,5,76,"2016-09-14",1100,1121,711,711,711,948,969
"2016/2017",71,"BJ09673","1","BJ16881",NA,NA,1,3,"protected","BJ16881_BJ09673",83,77,1,1,3,4,1,3,3,1,1,865,85,2,1,85,3,10,"2016/2017_BJ09673","2016/2017_BJ16881",244,NA,NA,3.4,3,2,1,3,1,NA,NA,0.666666666666667,NA,NA,162,5,76,"2016-11-12",1253,343,0,729,0,1117,258
"2016/2017",71,"BJ09673","1","BJ16881",NA,NA,1,3,"protected","BJ16881_BJ09673",83,77,1,1,3,4,1,3,3,1,1,865,85,2,1,85,3,10,"2016/2017_BJ09673","2016/2017_BJ16881",244,NA,NA,3.4,3,2,3,3,1,NA,NA,0.666666666666667,NA,NA,162,5,76,"2016-11-12",1253,343,0,729,0,1117,258
"2016/2017",71,"BJ09673","1","BJ16881",NA,NA,1,3,"protected","BJ16881_BJ09673",83,77,1,1,3,4,1,3,3,1,1,865,85,2,1,85,3,10,"2016/2017_BJ09673","2016/2017_BJ16881",244,NA,NA,3.4,3,2,2,3,1,NA,NA,0.666666666666667,NA,NA,162,5,76,"2016-11-12",1253,343,0,729,0,1117,258
"2016/2017",71,"BH94450","1","BJ09676",4,NA,3,4,"protected","BJ09676_BH94450",5,239,3,3,1,1,3,3,3,3,3,705,705,1,1,705,0,5,"2016/2017_BH94450","2016/2017_BJ09676",244,2,NA,5,1,NA,5,4,3,4,NA,NA,2012,NA,240,5,76,"2016-08-26",1334,1090,705,705,705,1334,1090
